ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
1183,28,2,1406000,94720,4,29600,1,0,0,0,0,1,1
1184,50,25,2590000,94105,3,125800,2,0,0,0,0,1,1
1185,34,9,5254000,90041,4,96200,1,0,0,0,0,1,0
1186,43,19,2294000,94025,3,37000,1,0,0,0,0,0,0
1187,62,38,3182000,94928,4,88800,2,0,0,0,0,1,0
1188,61,36,1776000,94309,1,111000,2,6438000,0,1,0,0,0
1189,45,19,4292000,94305,2,29600,3,0,0,1,0,0,1
1190,42,17,8510000,92717,2,29600,1,0,0,0,0,1,0
1191,39,15,12432000,93117,2,592000,1,11248000,0,1,0,0,0
1192,29,5,9472000,94111,1,111000,1,0,0,0,0,1,1
1193,45,20,10212000,92870,1,518000,1,0,0,0,0,0,1
1194,58,32,5994000,92121,3,125800,2,0,0,0,0,1,1
1195,29,3,3034000,94305,4,96200,3,0,0,0,0,1,0
1196,32,7,9102000,92407,2,214600,2,0,1,0,0,1,0
1197,37,13,5254000,94609,2,199800,1,6956000,0,0,0,1,0
1198,48,23,592000,92866,1,29600,3,0,0,0,0,0,1
1199,40,14,3108000,94801,2,51800,1,7474000,0,0,0,1,0
1200,29,4,4588000,92064,2,185000,1,13616000,0,0,0,1,0
1201,36,12,1628000,92507,4,74000,1,6734000,0,1,0,1,0
1202,35,8,2812000,95060,4,74000,2,0,0,0,0,1,0
1203,35,11,1776000,95521,4,29600,2,0,0,0,0,0,0
1204,62,37,3700000,91311,3,177600,1,0,0,0,0,1,0
1205,26,1,14060000,91604,4,96200,2,14578000,1,0,0,1,0
1206,32,7,6956000,91361,2,229400,1,0,0,0,0,1,0
1207,63,37,12210000,95035,4,377400,3,0,1,0,0,0,0
1208,38,12,3182000,94301,4,88800,2,0,0,0,0,0,1
1209,50,26,3552000,91711,1,118400,2,0,0,0,0,0,1
1210,46,21,3848000,91304,3,199800,2,16872000,0,0,0,0,1
1211,50,24,6216000,93943,4,362600,1,0,0,0,0,1,0
1212,61,36,9694000,92407,1,66600,1,0,0,0,0,1,0
1213,34,8,3256000,91101,4,14800,1,0,0,0,0,0,0
1214,27,2,5772000,93943,4,14800,1,6438000,0,0,0,0,0
1215,61,36,1110000,92521,4,29600,2,0,0,0,0,0,0
1216,45,20,2812000,94550,4,140600,3,10656000,0,0,0,1,1
1217,50,25,6216000,91107,1,96200,3,0,0,1,0,1,0
1218,44,20,9028000,94305,1,22200,1,0,0,0,0,1,0
1219,62,36,7252000,92122,2,207200,1,0,0,0,0,0,0
1220,45,18,5920000,92407,3,197580,2,0,0,0,0,0,0
1221,41,17,12210000,94143,2,592000,1,0,0,0,0,1,0
1222,30,5,8954000,94132,2,244200,1,0,0,0,0,0,1
1223,61,37,1480000,90011,3,29600,2,6956000,0,0,0,0,0
1224,45,19,814000,96150,1,14800,1,6734000,0,0,0,0,0
1225,59,35,3330000,94920,1,133200,3,0,0,0,0,1,0
1226,30,6,8732000,94534,2,207200,2,0,1,0,0,0,0
1227,60,36,1036000,90089,2,22200,1,8066000,0,0,0,1,1
1228,39,13,2220000,92122,3,14800,2,0,0,0,0,0,0
1229,56,30,3330000,92870,1,14800,1,7252000,0,0,0,0,0
1230,56,32,5920000,94596,3,197580,1,0,0,0,0,1,0
1231,27,1,1850000,94920,4,22200,2,0,0,0,0,1,1
1232,66,41,10656000,94306,1,185000,1,0,0,1,1,1,1
1233,43,19,6216000,92646,4,14800,3,21978000,0,0,0,1,0
1234,53,29,1628000,93943,2,29600,1,0,0,0,0,1,0
1235,44,18,2442000,90405,3,111000,1,0,0,0,0,1,1
1236,54,28,4440000,94110,4,192400,3,0,0,0,0,0,0
1237,31,6,5994000,95762,4,162800,2,8584000,0,0,0,1,0
1238,38,13,12506000,92093,1,503200,3,0,1,0,1,1,1
1239,28,2,4662000,91116,2,118400,3,0,0,0,0,1,0
1240,51,26,888000,90245,2,51800,3,8066000,0,0,0,1,1
1241,52,27,1110000,91320,4,59200,1,7474000,0,0,0,0,0
1242,64,38,2886000,92120,1,37000,3,0,0,1,1,1,1
1243,29,4,3256000,91380,4,148000,2,0,0,0,0,1,0
1244,34,10,8140000,92697,1,296000,1,0,0,0,0,1,0
1245,33,8,9620000,94720,3,466200,2,7326000,1,0,0,0,1
1246,46,21,3034000,94025,1,103600,3,9472000,0,0,0,1,0
1247,48,22,4366000,91775,1,103600,3,17834000,0,0,0,1,0
1248,52,28,2886000,94606,2,59200,1,0,0,0,0,1,0
1249,44,19,2590000,94305,4,0,2,0,0,0,0,1,0
1250,51,27,5920000,90032,1,192400,2,0,0,0,0,1,1
1251,47,20,5994000,94301,1,197580,2,0,0,0,0,1,0
1252,39,13,2294000,95120,2,59200,3,0,0,0,0,0,0
1253,42,17,6882000,92182,4,140600,3,0,0,0,0,0,0
1254,57,33,3330000,92346,4,111000,1,15096000,0,0,0,1,0
1255,36,12,2960000,91101,2,44400,3,0,0,0,0,1,1
1256,27,1,5920000,95354,2,118400,3,13690000,0,0,0,1,1
1257,31,7,1480000,92115,1,29600,3,0,0,0,0,1,0
1258,63,37,3034000,93014,1,37000,3,0,0,0,0,0,1
1259,34,8,2294000,91203,1,22200,1,7696000,0,0,0,1,1
1260,52,27,2590000,95616,4,14800,2,0,0,0,0,1,0
1261,57,31,2960000,91107,3,103600,3,10138000,0,0,0,1,1
1262,63,39,6216000,94901,1,133200,3,0,0,0,0,0,0
1263,26,1,3922000,94720,2,118400,3,0,0,0,0,1,0
1264,35,5,6290000,92870,4,296000,3,0,0,0,0,1,0
1265,58,33,10212000,94546,2,288600,1,0,0,0,0,1,0
1266,32,2,5254000,95014,2,129500,3,7992000,0,0,0,0,0
1267,64,39,8362000,92121,1,59200,3,0,0,0,0,0,1
1268,50,23,1702000,94720,2,74000,2,0,0,1,0,0,0
1269,34,9,4588000,92677,3,170200,1,0,0,0,0,0,0
1270,36,11,1036000,92673,4,14800,3,7400000,0,0,0,1,1
1271,43,18,4440000,91311,2,162800,3,0,0,0,0,0,1
1272,28,4,6956000,92115,3,59200,1,17464000,0,0,0,1,0
1273,64,39,6142000,95616,3,133200,2,0,0,0,0,1,0
1274,60,35,9620000,95741,3,466200,3,32338000,1,0,1,1,1
1275,62,37,4514000,93117,4,125800,1,0,0,0,0,0,0
1276,27,2,6808000,95616,2,229400,1,13172000,0,0,0,1,0
1277,42,16,1480000,95351,2,59200,3,8658000,0,0,0,1,1
1278,45,20,14356000,92110,2,651200,1,31672000,0,0,0,0,0
1279,36,10,5476000,94305,1,185000,1,0,0,0,0,0,1
1280,48,22,6216000,90024,2,29600,3,10730000,0,0,0,0,0
1281,65,40,7252000,95064,3,133200,2,24642000,0,0,0,0,0
1282,39,15,3848000,92093,3,172420,1,0,0,0,0,1,0
1283,51,26,4070000,93955,1,96200,2,17464000,0,0,0,0,1
1284,30,6,4736000,94305,4,251600,1,8658000,0,0,0,0,0
1285,65,40,9472000,90740,1,185000,1,11988000,0,0,0,1,0
1286,38,13,8362000,94720,4,125800,2,0,1,0,0,0,1
1287,29,3,3700000,94010,3,81400,2,0,0,0,0,0,1
1288,42,18,3996000,94010,4,162800,2,0,0,0,0,0,0
1289,63,38,9546000,91326,1,66600,1,27084000,0,0,0,1,0
1290,46,21,6068000,94523,4,29600,1,0,0,0,0,0,0
1291,62,38,7400000,90277,4,125800,2,0,0,0,0,1,0
1292,58,34,3256000,94111,4,162800,1,0,0,1,0,0,0
1293,56,30,12136000,94610,4,37000,2,17316000,1,0,1,1,1
1294,56,31,5994000,92373,2,273800,1,8954000,0,0,0,1,1
1295,34,10,5254000,95003,1,7400,1,19018000,0,0,0,1,1
1296,42,17,2072000,92866,1,37000,3,6660000,0,0,0,0,0
1297,30,6,5920000,92399,3,111000,1,16206000,0,0,0,1,0
1298,61,35,6660000,95814,4,140600,2,0,0,0,0,1,0
1299,38,14,5476000,90274,1,266400,2,0,0,0,0,1,1
1300,50,25,1036000,95762,2,51800,3,0,0,1,0,1,0
1301,61,36,1702000,91754,2,37000,2,7622000,0,0,0,1,0
1302,41,17,11322000,92121,1,125800,1,24938000,0,0,0,0,1
1303,42,16,2812000,94087,3,66600,3,0,0,0,0,0,0
1304,29,5,8288000,94720,2,148000,2,28268000,0,1,0,0,0
1305,51,26,10730000,90025,1,599400,1,29378000,0,0,0,0,1
1306,32,6,2072000,94025,2,22200,2,6512000,0,0,0,1,0
1307,34,9,2294000,94115,4,81400,3,0,0,0,0,1,1
1308,26,2,14430000,94546,1,468420,1,0,0,0,0,1,1
1309,54,24,3700000,92037,3,148000,3,0,0,0,0,1,1
1310,38,14,5254000,95136,4,148000,3,0,0,0,0,0,0
1311,62,36,1554000,95616,3,22200,3,0,0,0,0,0,0
1312,37,11,2590000,90044,2,59200,3,9250000,0,0,0,0,0
1313,46,21,3108000,92691,1,177600,1,0,0,0,0,1,1
1314,52,27,5772000,92008,4,266400,3,10434000,0,0,0,1,0
1315,32,6,5402000,94305,4,162800,2,0,0,0,0,0,0
1316,49,25,3922000,95134,2,74000,3,13394000,0,0,0,0,0
1317,28,3,3774000,94086,2,118400,3,9102000,0,0,0,0,0
1318,55,30,2960000,95521,2,170200,3,0,0,0,0,1,0
1319,52,26,13172000,94234,1,74000,1,0,0,0,0,0,0
1320,32,6,2590000,94005,2,22200,1,0,0,0,0,0,1
1321,31,7,14208000,90250,1,0,2,0,1,0,0,1,0
1322,27,3,9102000,95138,1,399600,1,0,0,0,0,0,0
1323,32,5,3552000,94022,2,123580,2,0,0,1,1,1,1
1324,52,26,3330000,91604,3,44400,2,0,0,0,0,0,0
1325,52,28,1110000,95064,1,14800,1,0,0,0,0,1,0
1326,50,24,5846000,94304,1,22200,1,8880000,0,0,0,1,0
1327,32,5,4662000,90024,4,148000,2,0,0,1,0,1,0
1328,61,35,2220000,94720,2,14800,3,0,0,0,0,1,0
1329,60,36,10730000,95616,4,510600,1,28120000,1,0,0,0,1
1330,28,4,2368000,90095,3,74000,2,0,0,0,0,0,0
1331,34,9,4736000,92346,2,7400,1,16576000,0,0,0,1,1
1332,31,7,6216000,92692,1,7400,1,0,0,0,0,1,0
1333,31,5,1554000,94309,1,29600,2,0,0,0,0,1,0
1334,62,38,7326000,95014,4,125800,2,0,0,0,0,1,0
1335,47,22,2590000,94304,2,96200,1,0,0,0,0,1,0
1336,50,24,13320000,94539,1,125800,1,0,0,0,0,1,1
1337,36,12,3108000,93555,1,98420,1,0,0,0,0,1,0
1338,26,0,13246000,92028,4,155400,2,0,1,0,0,0,0
1339,51,27,3108000,90245,4,7400,3,0,0,0,0,0,0
1340,52,25,13320000,94545,2,666000,2,21978000,1,0,0,1,0
1341,35,11,6068000,94131,4,251600,1,0,0,0,0,0,0
1342,42,16,4070000,91355,2,51800,1,11026000,0,0,0,0,0
1343,36,12,5846000,90041,2,162800,1,0,0,0,0,1,0
1344,41,17,3552000,92831,2,44400,3,15910000,0,0,0,0,1
1345,49,25,6882000,93117,1,199800,1,0,0,1,0,1,0
1346,57,32,1702000,92126,2,14800,3,0,0,0,0,0,0
1347,44,20,3700000,95670,3,172420,1,14800000,0,0,0,0,0
1348,60,34,6290000,91367,2,148000,1,0,0,0,0,1,0
1349,38,14,2590000,95051,1,111000,2,7178000,0,0,0,1,0
1350,26,2,12654000,93943,3,444000,2,0,1,0,0,1,0
1351,29,2,2146000,90266,4,111000,2,0,0,0,0,0,1
1352,59,35,6216000,94588,1,133200,3,0,0,0,0,1,1
1353,51,27,1480000,90401,4,37000,2,0,0,0,0,1,0
1354,50,25,1036000,94124,1,29600,3,0,0,0,0,1,1
1355,35,10,13246000,91942,1,636400,1,26418000,0,0,0,0,0
1356,61,37,3552000,91910,1,59200,1,11692000,0,0,0,1,0
1357,42,16,5476000,90066,1,207200,1,0,0,0,0,1,0
1358,55,29,3922000,95134,1,103600,1,0,0,0,0,0,0
1359,50,25,6142000,92007,1,207200,2,0,0,0,0,1,1
1360,64,40,12654000,90034,2,155400,1,32042000,0,0,0,0,0
1361,54,28,6290000,92028,4,362600,1,0,0,0,0,1,0
1362,50,26,2812000,95039,4,66600,2,0,0,0,0,1,0
1363,31,5,6290000,92130,3,118400,1,11618000,0,0,0,1,1
1364,32,8,5846000,92115,1,7400,1,0,0,0,0,0,0
1365,44,19,5106000,92129,4,29600,1,0,0,0,0,0,0
1366,60,35,3182000,94720,3,66600,3,0,0,0,0,1,1
1367,60,34,2442000,91107,2,22200,1,7474000,0,0,0,1,0
1368,62,38,3108000,95747,3,7400,3,11026000,0,0,0,0,1
1369,46,21,2960000,94025,4,140600,3,9028000,0,0,0,1,0
1370,57,33,3182000,91902,1,133200,3,0,0,0,0,0,0
1371,30,5,1480000,94545,4,37000,3,8658000,0,0,0,0,0
1372,58,32,4810000,95621,3,185000,1,16428000,0,0,0,1,0
1373,39,13,10286000,95616,3,251600,1,35742000,1,0,0,1,0
1374,60,35,9990000,92612,3,22200,3,0,1,0,0,1,0
1375,59,34,6216000,94043,3,118400,3,0,0,0,0,1,0
1376,50,26,13246000,92612,1,214600,3,0,1,0,0,0,1
1377,63,39,3330000,92870,4,96200,2,6364000,0,0,0,0,0
1378,27,3,8066000,93023,2,185000,1,0,0,0,0,1,0
1379,54,29,2516000,93305,4,7400,3,0,0,0,0,1,0
1380,62,37,11988000,95051,1,96200,1,0,0,0,0,1,0
1381,60,34,7770000,92103,2,103600,1,0,0,0,0,1,0
1382,38,12,1628000,91380,3,14800,2,0,0,0,0,1,0
1383,34,8,6068000,91775,2,133200,1,13172000,0,0,0,1,1
1384,65,41,7770000,95616,4,125800,2,17020000,0,1,0,1,0
1385,55,31,4588000,91711,1,133200,3,0,0,0,0,1,0
1386,57,31,6068000,95032,2,148000,1,6142000,0,0,0,0,1
1387,27,3,5328000,95616,4,0,1,0,0,0,0,1,0
1388,35,10,2812000,95762,4,125800,1,0,0,0,0,1,1
1389,52,28,1850000,90212,4,74000,1,0,0,0,0,0,0
1390,45,15,1480000,94107,1,55500,3,0,0,0,0,1,0
1391,29,3,5920000,94305,4,133200,2,0,0,0,0,1,1
1392,44,18,6216000,91330,3,81400,1,0,0,0,0,0,0
1393,47,23,2442000,90095,1,74000,1,0,0,0,0,1,1
1394,62,37,4070000,95039,3,66600,3,0,0,0,0,1,0
1395,52,27,2442000,90095,2,51800,2,0,0,0,0,0,1
1396,47,23,14060000,92831,4,22200,3,22570000,1,0,0,0,0
1397,42,18,3182000,91107,1,22200,3,11692000,0,0,0,0,0
1398,65,41,3330000,95521,3,7400,3,0,0,0,0,1,0
1399,42,18,10434000,93407,1,259000,1,0,0,0,0,0,0
1400,40,16,5106000,92009,4,177600,1,0,0,0,0,1,0
1401,32,8,5772000,90401,4,7400,2,0,0,0,0,1,0
1402,40,15,6216000,94521,1,273800,3,0,0,0,0,1,0
1403,55,29,12728000,95064,1,384800,2,0,1,0,0,0,0
1404,32,6,3774000,93109,4,14800,1,11396000,0,1,0,0,1
1405,58,28,5550000,92121,1,103600,3,0,0,0,0,1,0
1406,46,22,13542000,91605,1,229400,2,0,1,0,1,1,1
1407,53,23,1480000,92123,4,29600,3,0,0,0,0,1,1
1408,63,39,7474000,94306,2,288600,3,21756000,1,0,0,1,0
1409,40,14,9546000,90089,1,436600,3,0,1,0,0,1,0
1410,41,17,4662000,90745,2,236800,1,0,0,0,0,0,0
1411,60,35,3256000,92126,4,155400,1,0,0,0,0,0,0
1412,65,39,13616000,91302,1,399600,3,13024000,1,0,1,1,1
1413,59,33,7400000,95064,2,148000,1,9398000,0,0,0,0,0
1414,48,24,888000,90058,3,29600,1,0,0,0,0,0,0
1415,59,33,5032000,94105,2,170200,3,9472000,0,1,0,1,0
1416,33,8,3552000,94019,1,74000,1,15688000,0,0,0,1,0
1417,40,15,6068000,93101,2,29600,1,0,0,0,0,0,0
1418,42,18,3848000,94061,2,185000,1,0,0,0,0,0,0
1419,65,41,11396000,92008,2,340400,2,0,1,1,1,1,1
1420,30,4,2886000,91105,1,111000,1,0,0,0,0,0,1
1421,30,4,2960000,91605,1,22200,1,0,0,0,1,1,1
1422,42,17,3996000,94720,4,140600,3,12136000,0,0,0,0,0
1423,32,8,2368000,94143,2,74000,2,7622000,0,0,1,1,1
1424,55,30,4736000,90250,2,170200,3,0,0,0,0,0,0
1425,29,3,6808000,94539,2,96200,1,21238000,0,0,0,1,0
1426,64,38,2960000,91330,1,185000,3,6956000,0,0,0,1,1
1427,37,11,4440000,96651,3,37000,3,0,0,0,0,1,0
1428,31,5,6290000,95828,2,96200,1,8806000,0,0,0,1,1
1429,25,-1,1554000,94583,4,29600,1,6660000,0,0,0,1,0
1430,31,5,2590000,95064,1,44400,3,12654000,0,0,0,0,0
1431,32,7,3848000,92660,2,7400,1,0,0,0,0,1,0
1432,58,34,9472000,90058,1,547600,1,0,0,0,0,0,0
1433,26,2,14430000,90245,1,468420,1,0,0,0,0,0,0
1434,51,25,5032000,92647,2,111000,2,8658000,0,0,0,0,1
1435,65,41,4070000,93106,2,81400,1,0,0,0,0,0,0
1436,43,17,4070000,90266,1,14800,1,0,0,0,0,1,0
1437,46,21,5920000,95054,4,29600,1,0,0,0,0,1,1
1438,28,3,9102000,92007,1,59200,1,10804000,0,0,0,0,0
1439,63,37,6660000,94105,4,140600,2,7844000,0,1,0,1,0
1440,59,29,4514000,94025,1,103600,3,0,0,0,0,0,0
1441,42,15,3034000,94610,3,185000,2,0,0,0,0,1,0
1442,58,33,3182000,94720,2,118400,3,0,0,0,0,1,0
1443,39,13,5254000,95822,3,7400,1,11988000,0,1,0,1,0
1444,36,12,1850000,95051,4,74000,1,0,0,0,0,1,0
1445,60,33,11396000,90740,1,222000,2,0,1,1,1,1,0
1446,47,21,10434000,90095,1,177600,1,0,0,0,0,0,0
1447,29,4,1628000,92661,2,66600,3,8140000,0,0,0,0,0
1448,52,28,10730000,94131,2,503200,1,0,0,0,0,1,0
1449,41,16,3626000,92122,3,37000,3,0,0,0,0,1,0
1450,63,37,8066000,90740,1,148000,1,0,0,0,0,1,0
1451,59,34,5920000,90086,3,37000,1,0,0,0,0,1,1
1452,44,20,6068000,94555,4,103600,2,14874000,0,0,0,1,1
1453,54,28,3848000,94102,4,185000,1,0,0,0,0,1,0
1454,29,5,6290000,90232,3,185000,1,0,0,0,0,1,1
1455,51,25,10952000,90024,1,74000,1,0,0,0,0,0,0
1456,63,39,11840000,91330,2,155400,1,0,0,0,0,0,1
1457,36,11,2886000,90095,4,125800,1,0,0,0,0,1,0
1458,42,16,1850000,94304,2,59200,3,0,0,0,0,0,1
1459,51,25,2442000,93033,1,103600,3,0,0,0,0,1,1
1460,47,20,2812000,92115,3,185000,2,0,0,0,0,0,0
1461,40,16,6290000,92677,4,14800,3,0,0,0,0,1,1
1462,54,28,3552000,93022,1,14800,1,0,0,0,0,1,0
1463,47,21,1110000,95207,4,44400,3,5698000,0,0,0,1,0
1464,35,10,6956000,91343,1,0,1,12876000,0,0,0,1,0
1465,28,4,8880000,92333,2,44400,1,0,0,0,0,1,0
1466,45,19,4440000,91911,1,51800,3,11766000,0,0,0,1,0
1467,33,9,10730000,94303,2,320420,1,20498000,0,0,0,0,1
1468,62,36,2146000,91107,2,51800,3,0,0,0,0,0,0
1469,45,18,5772000,92129,3,197580,2,0,0,0,0,1,0
1470,59,35,4366000,90005,4,88800,2,0,0,0,0,1,0
1471,58,28,5920000,91116,2,333000,3,0,0,0,0,0,1
1472,52,26,13320000,94305,1,74000,1,0,0,0,0,1,1
1473,34,8,592000,94710,3,7400,2,6142000,0,0,0,1,0
1474,65,35,1702000,91711,1,111000,3,0,0,0,0,1,0
1475,48,23,5846000,92124,2,281200,3,0,0,0,0,1,0
1476,44,19,5772000,92064,2,281200,3,19832000,0,0,0,0,0
1477,61,37,4736000,92028,1,0,2,0,0,0,0,0,1
1478,40,14,4736000,91320,4,14800,3,0,0,0,0,1,1
1479,65,39,11840000,94803,4,281200,1,17538000,1,0,0,1,0
1480,28,4,3182000,91304,1,74000,3,7548000,0,0,0,0,0
1481,67,42,2368000,93943,1,81400,3,0,0,0,0,0,1
1482,35,9,13246000,91125,2,0,1,5624000,0,1,0,1,0
1483,60,35,592000,94143,1,7400,1,0,0,0,0,1,0
1484,58,32,4662000,92717,1,118400,1,0,0,1,0,1,0
1485,55,30,2960000,94126,2,170200,3,0,0,1,0,1,0
1486,34,9,7326000,90245,4,162800,2,11470000,0,0,0,1,0
1487,35,9,10434000,93022,2,333000,2,0,1,0,0,0,0
1488,28,4,11766000,93907,1,111000,1,0,0,0,0,1,1
1489,38,12,2886000,95825,2,22200,1,12876000,0,0,0,1,0
1490,62,38,7326000,91604,4,125800,2,0,0,0,0,0,0
1491,30,4,1332000,95020,4,22200,2,0,0,0,0,1,1
1492,38,12,2812000,94553,2,22200,1,0,0,0,0,1,1
1493,33,8,9842000,90024,1,0,1,0,0,0,0,1,0
1494,58,34,6216000,91380,2,207200,1,0,0,0,0,1,1
1495,59,35,4440000,90089,1,0,2,0,0,0,0,1,1
1496,52,28,13172000,92647,3,399600,3,10878000,1,0,0,1,0
1497,36,12,1332000,91330,1,37000,3,0,0,0,0,0,1
1498,45,21,5402000,95020,1,59200,3,0,0,0,0,1,0
1499,49,23,9250000,94022,1,540200,1,0,0,0,0,0,0
1500,52,26,6734000,92173,1,318200,2,0,1,0,1,1,1
1501,54,28,5476000,95014,2,81400,1,0,0,0,0,1,0
1502,30,4,2590000,92130,2,22200,2,0,0,1,0,0,1
1503,65,39,8362000,90036,1,148000,1,0,0,0,0,1,1
1504,34,8,3848000,94720,4,162800,2,0,0,0,0,0,0
1505,30,6,14134000,92028,2,325600,2,0,1,0,0,1,0
1506,51,25,1332000,92109,1,22200,3,6882000,0,0,0,0,1
1507,52,27,1850000,95138,2,0,1,0,0,0,0,1,1
1508,43,18,3700000,91006,4,140600,3,0,0,0,0,0,0
1509,35,10,5550000,93940,4,51800,3,0,0,0,0,1,1
1510,56,26,6808000,92647,2,333000,3,0,0,1,0,0,1
1511,57,32,2442000,95747,2,148000,2,0,0,0,0,1,0
1512,58,32,4810000,90266,3,162800,3,0,0,0,0,0,0
1513,53,28,3256000,91604,3,125800,1,0,0,0,0,0,0
1514,45,21,13542000,95211,2,103600,1,26196000,0,0,0,0,0
1515,44,20,12950000,96150,2,103600,1,0,0,0,0,1,1
1516,54,28,2072000,94305,4,111000,3,0,0,0,0,1,1
1517,41,17,3626000,92130,4,162800,2,0,0,0,0,0,0
1518,52,26,3330000,92697,4,133200,1,0,0,0,0,1,0
1519,43,17,4736000,95053,4,222000,3,16354000,1,0,0,1,0
1520,63,38,1628000,92115,3,7400,3,6660000,0,0,0,1,0
1521,54,30,8880000,95039,1,547600,1,8806000,0,0,0,1,1
1522,33,8,12950000,92354,2,495800,1,7548000,0,0,0,1,0
1523,25,-1,7474000,94720,4,170200,3,18944000,0,0,0,0,1
1524,41,16,7696000,92037,1,74000,3,0,0,0,0,1,0
1525,40,16,11470000,94002,4,7400,3,0,1,0,1,1,1
1526,43,18,4292000,95747,1,177600,1,0,0,0,0,0,0
1527,36,10,5920000,94608,4,162800,2,0,0,0,0,1,0
1528,57,33,3330000,94117,1,133200,3,14430000,0,0,0,0,0
1529,34,9,9916000,94550,1,340400,1,12136000,0,1,0,1,0
1530,38,14,4292000,91709,4,148000,3,11322000,0,1,0,0,0
1531,47,21,1480000,94066,1,14800,1,0,0,0,0,1,1
1532,39,13,1850000,90304,4,111000,3,0,0,0,0,1,0
1533,45,20,4070000,94588,1,22200,1,0,0,0,0,1,1
1534,62,37,11470000,93943,1,96200,1,0,0,0,0,0,0
1535,59,34,2220000,92084,1,96200,1,0,0,0,0,1,1
1536,61,37,2886000,92096,4,29600,1,0,0,0,0,1,1
1537,36,12,5402000,95617,4,148000,3,13912000,0,0,0,1,0
1538,58,34,3034000,94608,4,96200,1,0,0,0,0,1,0
1539,55,30,2516000,95820,4,7400,3,11618000,0,0,0,1,0
1540,29,5,1554000,90601,3,66600,3,8806000,0,0,0,0,0
1541,34,8,814000,91320,4,22200,1,0,0,1,1,1,1
1542,61,35,11396000,92704,2,510600,1,0,0,0,0,0,0
1543,50,20,1406000,92612,4,29600,3,0,0,0,0,0,0
1544,52,26,7474000,93407,2,177600,2,0,0,0,0,1,0
1545,39,15,1776000,92123,1,74000,1,8584000,0,0,0,1,1
1546,55,29,9694000,92675,2,199800,1,0,0,1,0,0,0
1547,33,9,7770000,95136,1,296000,1,0,0,0,0,1,0
1548,47,21,3848000,94720,1,88800,2,14356000,0,0,0,0,0
1549,57,32,1554000,92037,4,66600,2,8362000,0,1,0,0,0
1550,57,31,3330000,94305,3,103600,1,14652000,0,0,0,1,0
1551,40,14,2886000,93117,1,148000,1,0,0,0,0,1,0
1552,50,25,14208000,94115,2,207200,1,17612000,0,0,0,0,1
1553,29,5,14430000,94301,1,318200,1,0,0,0,0,0,0
1554,46,22,6142000,95616,3,51800,1,0,0,0,0,0,0
1555,42,15,2516000,91302,3,74000,2,0,0,1,0,1,0
1556,59,33,3626000,93009,4,125800,2,7696000,0,0,0,1,0
1557,31,1,4440000,94143,4,296000,3,18056000,0,0,0,0,0
1558,51,25,3034000,94939,4,133200,1,0,0,0,0,0,0
1559,35,10,5328000,91320,3,170200,1,21090000,0,0,0,0,0
1560,59,35,7548000,92677,4,222000,2,8510000,1,0,0,1,0
1561,35,10,2294000,95605,3,96200,1,0,0,0,0,0,0
1562,46,20,5402000,93106,1,111000,2,9472000,0,0,0,1,0
1563,34,9,6586000,91763,1,0,1,0,0,0,0,1,0
1564,55,29,1406000,92109,4,51800,3,8954000,0,1,0,0,1
1565,64,40,4662000,94706,4,88800,2,0,0,0,0,1,0
1566,34,9,7696000,95758,3,88800,3,0,0,0,0,1,0
1567,61,35,2960000,95064,1,59200,2,9472000,0,0,0,1,0
1568,63,39,6808000,94710,2,0,3,0,0,0,0,1,0
1569,59,33,5328000,92350,2,51800,2,16724000,0,0,0,0,0
1570,51,27,3256000,94305,3,140600,2,10434000,0,0,0,0,0
1571,41,16,8436000,94705,4,259000,1,0,1,0,0,0,1
1572,37,13,5402000,95758,4,177600,1,0,0,0,0,0,0
1573,64,40,4662000,91711,4,88800,2,0,0,1,0,0,1
1574,44,20,5106000,92028,1,59200,3,13616000,0,0,1,1,1
1575,62,37,3108000,92106,3,111000,1,0,0,0,0,1,0
1576,50,26,6512000,90037,1,199800,1,0,0,0,0,1,0
1577,43,18,7252000,92131,2,29600,1,0,0,0,0,1,0
1578,34,8,4810000,92093,1,222000,1,16798000,1,0,0,1,0
1579,38,13,888000,94143,2,22200,2,7696000,0,1,0,1,0
1580,29,5,9028000,94305,4,222000,1,0,1,0,0,0,1
1581,39,14,888000,92093,2,0,3,0,0,0,0,0,0
1582,53,29,1776000,94105,2,14800,1,0,0,0,0,0,1
1583,43,19,12580000,92037,4,314500,1,23532000,1,0,1,1,1
1584,61,36,13616000,92028,4,170200,2,25308000,1,0,1,1,1
1585,46,20,1850000,93401,4,44400,3,9250000,0,0,0,0,0
1586,57,31,9694000,90502,2,199800,1,0,0,0,0,0,0
1587,59,33,3700000,94122,2,170200,3,0,0,0,0,0,1
1588,52,28,1554000,94035,2,29600,1,0,0,1,0,1,0
1589,29,3,4070000,95616,3,81400,2,0,0,0,0,1,0
1590,57,32,9176000,90049,1,14800,2,0,1,0,0,1,0
1591,49,23,4292000,95819,4,192400,1,13912000,0,0,0,0,0
1592,39,13,5328000,95817,2,207200,1,0,0,0,0,1,0
1593,56,31,14208000,90089,1,518000,3,0,1,0,1,1,0
1594,63,38,6142000,91320,3,133200,2,0,0,0,0,1,0
1595,37,12,6882000,90025,1,207200,1,0,0,1,0,1,0
1596,56,26,2812000,94305,3,74000,3,8140000,0,1,0,1,0
